Class,Cluster
org.apache.hadoop.mapreduce.ContextFactory,5
org.apache.hadoop.mapreduce.TaskCounter,0
org.apache.hadoop.mapreduce.OutputCommitter,2
org.apache.hadoop.mapreduce.TaskReport,0
org.apache.hadoop.mapreduce.RecordReader,9
org.apache.hadoop.mapreduce.Counters,5
org.apache.hadoop.mapreduce.ID,0
org.apache.hadoop.mapreduce.SharedCacheConfig,2
org.apache.hadoop.mapreduce.JobSubmissionFiles,0
org.apache.hadoop.mapreduce.TaskInputOutputContext,0
org.apache.hadoop.mapreduce.MRJobConfig,5
org.apache.hadoop.mapreduce.JobSubmitter,5
org.apache.hadoop.mapreduce.ClusterMetrics,0
org.apache.hadoop.mapreduce.MapContext,0
org.apache.hadoop.mapreduce.MarkableIterator,0
org.apache.hadoop.mapreduce.TaskCompletionEvent,0
org.apache.hadoop.mapreduce.JobStatus,0
org.apache.hadoop.mapreduce.FileSystemCounter,0
org.apache.hadoop.mapreduce.MarkableIteratorInterface,0
org.apache.hadoop.mapreduce.OutputFormat,2
org.apache.hadoop.mapreduce.QueueInfo,0
org.apache.hadoop.mapreduce.Mapper,1
org.apache.hadoop.mapreduce.RecordWriter,2
org.apache.hadoop.mapreduce.TaskType,0
org.apache.hadoop.mapreduce.JobPriority,0
org.apache.hadoop.mapreduce.JobContext,5
org.apache.hadoop.mapreduce.JobResourceUploader,5
org.apache.hadoop.mapreduce.CryptoUtils,5
org.apache.hadoop.mapreduce.TaskTrackerInfo,0
org.apache.hadoop.mapreduce.TaskAttemptID,0
org.apache.hadoop.mapreduce.JobID,0
org.apache.hadoop.mapreduce.TaskAttemptContext,0
org.apache.hadoop.mapreduce.QueueState,0
org.apache.hadoop.mapreduce.Cluster,5
org.apache.hadoop.mapreduce.InputSplit,9
org.apache.hadoop.mapreduce.StatusReporter,0
org.apache.hadoop.mapreduce.MRConfig,5
org.apache.hadoop.mapreduce.Counter,5
org.apache.hadoop.mapreduce.InputFormat,9
org.apache.hadoop.mapreduce.Job,5
