run_id,algorithm,measure,cluster_count,a2a_to_acdc,cvg_to_acdc,output_rsf
81,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_100,87.1869783,0.21,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
82,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_144,87.58196721,0.208333333,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
83,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_150,87.40801308,0.246666667,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
84,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_194,84.37751004,0.190721649,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
85,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_20,78.58376511,0.3,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
86,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_244,81.45669291,0.139344262,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
87,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_25,79.5777682,0.36,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
88,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_294,79.4980695,0.115646259,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
89,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_30,81.34135856,0.3,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
90,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_344,77.04545455,0.093023256,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
91,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_394,75.05576208,0.073604061,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
92,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_40,83.09075342,0.3,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
93,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_444,72.88321168,0.065315315,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
94,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_494,69.96415771,0.042510121,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
95,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_50,83.84484228,0.26,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
96,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_55,84.38962144,0.236363636,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
97,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_60,84.71986418,0.216666667,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
98,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_75,85.95529313,0.213333333,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
99,WCA_vs_LIMBO,UEMNM_vs_IL,120_vs_94,87.0292887,0.223404255,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
100,WCA_vs_LIMBO,UEMNM_vs_UEMNM,120_vs_50,76.93947144,0.98,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
101,WCA_vs_LIMBO,UEMNM_vs_UEM,120_vs_50,76.93947144,0.98,mapreduceclientcore-1_UEMNM_120_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
102,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_100,87.26298434,0.37,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
103,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_144,90.08097166,0.409722222,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
104,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_150,90.54927302,0.466666667,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
105,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_194,87.53968254,0.360824742,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
106,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_20,77.45098039,0.35,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
107,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_244,84.6692607,0.258196721,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
108,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_25,78.39217354,0.48,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
109,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_294,82.55725191,0.214285714,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
110,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_30,80.05093379,0.4,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
111,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_344,80,0.180232558,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
112,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_394,77.90441176,0.149746193,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
113,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_40,82.03719358,0.375,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
114,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_444,75.45126354,0.121621622,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
115,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_494,72.41134752,0.078947368,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
116,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_50,83.29124579,0.46,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
117,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_55,83.83032339,0.418181818,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
118,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_60,84.28331936,0.383333333,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
119,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_75,85.88088297,0.373333333,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
120,WCA_vs_LIMBO,UEMNM_vs_IL,150_vs_94,87.02479339,0.372340426,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
121,WCA_vs_LIMBO,UEMNM_vs_UEMNM,150_vs_50,75.7996633,0.98,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
122,WCA_vs_LIMBO,UEMNM_vs_UEM,150_vs_50,75.7996633,0.98,mapreduceclientcore-1_UEMNM_150_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
123,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_100,75.14124294,0.01,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
124,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_144,73.17697228,0.041666667,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
125,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_150,72.99021693,0.04,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
126,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_194,71.64926931,0.030927835,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
127,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_20,84.73660513,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
128,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_244,70.18404908,0.024590164,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
129,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,84.99550764,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
130,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_294,68.77755511,0.020408163,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
131,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_30,81.12953832,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
132,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_344,67.42632613,0.01744186,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
133,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_394,66.12716763,0.015228426,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
134,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_40,80.7675145,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
135,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_444,64.87712665,0.013513514,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
136,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_494,63.67346939,0.012145749,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
137,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,77.92092403,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
138,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_55,77.74822695,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
139,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_60,77.57629368,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
140,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,77.06502636,0,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
141,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_94,75.33769063,0.010638298,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
142,WCA_vs_LIMBO,UEMNM_vs_UEMNM,25_vs_50,97.77876499,0.5,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
143,WCA_vs_LIMBO,UEMNM_vs_UEM,25_vs_50,97.77876499,0.5,mapreduceclientcore-1_UEMNM_25_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
144,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_100,75.70937231,0.01,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
145,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_144,74.59915612,0.076388889,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
146,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_150,74.45286195,0.12,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
147,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_194,73.09917355,0.103092784,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
148,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_20,82.68032057,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
149,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_244,71.6194332,0.081967213,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
150,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,82.94091515,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
151,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_294,70.1984127,0.068027211,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
152,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_30,79.56560284,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
153,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_344,68.83268482,0.058139535,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
154,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_394,67.51908397,0.050761421,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
155,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_40,80.09708738,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
156,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_444,66.25468165,0.045045045,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
157,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_494,65.03676471,0.04048583,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
158,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,78.64674868,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
159,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_55,77.99210872,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
160,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_60,77.82152231,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
161,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,77.31421121,0,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
162,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_94,75.90517241,0.010638298,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
163,WCA_vs_LIMBO,UEMNM_vs_UEMNM,50_vs_50,100,1,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
164,WCA_vs_LIMBO,UEMNM_vs_UEM,50_vs_50,100,1,mapreduceclientcore-1_UEMNM_50_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
165,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_100,80.94227504,0.01,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
166,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_144,79.70833333,0.076388889,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
167,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_150,79.55112219,0.12,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
168,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_194,77.2244898,0.103092784,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
169,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_20,81.67838313,0.05,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
170,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_244,75,0.081967213,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
171,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_25,81.80622534,0.04,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
172,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_294,73.41176471,0.068027211,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
173,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_30,82.80839895,0.033333333,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
174,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_344,71.57692308,0.058139535,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
175,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_394,70.1509434,0.050761421,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
176,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_40,82.22996516,0.075,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
177,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_444,68.74074074,0.045045045,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
178,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_494,66.50909091,0.04048583,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
179,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_50,82.43712056,0.02,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
180,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_55,82.25876244,0.018181818,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
181,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_60,82.46977547,0.016666667,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
182,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_75,82.23938224,0,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
183,WCA_vs_LIMBO,UEMNM_vs_IL,80_vs_94,81.4893617,0.010638298,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
184,WCA_vs_LIMBO,UEMNM_vs_UEMNM,80_vs_50,80.96270598,0.98,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
185,WCA_vs_LIMBO,UEMNM_vs_UEM,80_vs_50,80.96270598,0.98,mapreduceclientcore-1_UEMNM_80_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
186,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_100,83.30515638,0.02,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
187,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_144,81.95020747,0.076388889,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
188,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_150,81.78807947,0.12,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
189,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_194,79.26829268,0.103092784,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
190,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_20,80.48993876,0.1,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
191,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_244,76.77290837,0.081967213,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
192,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_25,81.01265823,0.08,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
193,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_294,75.1171875,0.068027211,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
194,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_30,82.4912892,0.066666667,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
195,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_344,73.14176245,0.058139535,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
196,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_394,71.61654135,0.050761421,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
197,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_40,83.78143972,0.075,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
198,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_444,69.88929889,0.045045045,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
199,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_494,67.39130435,0.04048583,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
200,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_50,84.02417962,0.02,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
201,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_55,83.84317105,0.018181818,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
202,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_60,84.04987102,0.016666667,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
203,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_75,84.32293891,0.013333333,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
204,WCA_vs_LIMBO,UEMNM_vs_IL,90_vs_94,84.15254237,0.021276596,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
205,WCA_vs_LIMBO,UEMNM_vs_UEMNM,90_vs_50,78.79965458,0.98,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
206,WCA_vs_LIMBO,UEMNM_vs_UEM,90_vs_50,78.79965458,0.98,mapreduceclientcore-1_UEMNM_90_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
207,WCA_vs_LIMBO,UEM_vs_IL,100_vs_100,85.73232323,0.04,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
208,WCA_vs_LIMBO,UEM_vs_IL,100_vs_144,84.46280992,0.090277778,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
209,WCA_vs_LIMBO,UEM_vs_IL,100_vs_150,84.29513603,0.133333333,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
210,WCA_vs_LIMBO,UEM_vs_IL,100_vs_194,81.33603239,0.108247423,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
211,WCA_vs_LIMBO,UEM_vs_IL,100_vs_20,79.48606272,0.1,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
212,WCA_vs_LIMBO,UEM_vs_IL,100_vs_244,78.53174603,0.086065574,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
213,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,80.31290743,0.08,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
214,WCA_vs_LIMBO,UEM_vs_IL,100_vs_294,76.57587549,0.071428571,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
215,WCA_vs_LIMBO,UEM_vs_IL,100_vs_30,82.30702515,0.066666667,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
216,WCA_vs_LIMBO,UEM_vs_IL,100_vs_344,74.46564885,0.061046512,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
217,WCA_vs_LIMBO,UEM_vs_IL,100_vs_394,72.80898876,0.053299492,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
218,WCA_vs_LIMBO,UEM_vs_IL,100_vs_40,84.32642487,0.175,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
219,WCA_vs_LIMBO,UEM_vs_IL,100_vs_444,70.88235294,0.047297297,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
220,WCA_vs_LIMBO,UEM_vs_IL,100_vs_494,68.23104693,0.04048583,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
221,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,84.99570077,0.12,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
222,WCA_vs_LIMBO,UEM_vs_IL,100_vs_55,85.24238524,0.109090909,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
