run_id,algorithm,measure,stop_threshold,serial_threshold,cluster_count,a2a_to_acdc,cvg_to_acdc,output_rsf
426,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_25,_vs_,79.06477906,0.48,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
427,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_30,_vs_,80.82191781,0.4,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
428,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_40,_vs_,82.6513214,0.375,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
429,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_50,_vs_,83.7860781,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
430,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,130_vs_50,_vs_,83.7860781,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
431,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_60,_vs_,84.78444632,0.283333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
432,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,130_vs_60,_vs_,84.78444632,0.283333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
433,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_70,_vs_,85.73232323,0.285714286,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
434,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,130_vs_70,_vs_,85.73232323,0.285714286,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
435,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_80,_vs_,86.88181056,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
436,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,130_vs_80,_vs_,86.88181056,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
437,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,130_vs_80,_vs_,86.88181056,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
438,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,130_vs_90,_vs_,87.06176962,0.288888889,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
439,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,130_vs_90,_vs_,87.06176962,0.288888889,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
440,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,130_vs_90,_vs_,87.06176962,0.288888889,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
441,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_100,130_vs_100,_vs_,87.57273483,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
442,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_100,_vs_,87.57273483,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
443,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_100,_vs_,87.57273483,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
444,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,130_vs_100,_vs_,87.57273483,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
445,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_100,130_vs_110,_vs_,87.83112583,0.272727273,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
446,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_110,_vs_,87.83112583,0.272727273,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
447,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_110,_vs_,87.83112583,0.272727273,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
448,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,130_vs_110,_vs_,87.83112583,0.272727273,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
449,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_25,_vs_,79.06477906,0.48,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
450,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_30,_vs_,80.82191781,0.4,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
451,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_40,_vs_,82.6513214,0.375,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
452,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_50,_vs_,83.7860781,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
453,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_50,_vs_,83.7860781,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
454,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_60,_vs_,84.78444632,0.283333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
455,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_60,_vs_,84.78444632,0.283333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
456,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_70,_vs_,85.73232323,0.285714286,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
457,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_70,_vs_,85.73232323,0.285714286,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
458,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_80,_vs_,86.88181056,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
459,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_80,_vs_,86.88181056,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
460,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,130_vs_80,_vs_,86.88181056,0.3,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
461,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,130_vs_90,_vs_,87.06176962,0.288888889,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
462,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,130_vs_90,_vs_,87.06176962,0.288888889,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
463,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,130_vs_90,_vs_,87.06176962,0.288888889,mapreduceclientcore_algo-wca_measure-uemnm_serial-130_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
464,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_100,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
465,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
466,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
467,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_75,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
468,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_100,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
469,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
470,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
471,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_75,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
472,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_25,_vs_,78.72703973,0.48,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
473,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_30,_vs_,80.47740835,0.4,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
474,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_40,_vs_,82.38539898,0.375,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
475,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_50,_vs_,83.68554522,0.42,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
476,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_50,_vs_,83.68554522,0.42,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
477,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_60,_vs_,84.68013468,0.35,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
478,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_60,_vs_,84.68013468,0.35,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
479,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_70,_vs_,85.70829841,0.357142857,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
480,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_70,_vs_,85.70829841,0.357142857,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
481,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
482,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
483,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_75,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
484,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_25,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
485,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_50,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
486,WCA_vs_LIMBO,UEMNM_vs_IL,100_vs_75,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
487,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_100,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
488,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
489,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
490,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
491,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_100,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
492,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
493,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
494,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
495,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_25,_vs_,78.72703973,0.48,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
496,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_30,_vs_,80.47740835,0.4,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
497,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_40,_vs_,82.38539898,0.375,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
498,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_50,_vs_,83.68554522,0.42,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
499,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_50,_vs_,83.68554522,0.42,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
500,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_60,_vs_,84.68013468,0.35,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
501,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_60,_vs_,84.68013468,0.35,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
502,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_70,_vs_,85.70829841,0.357142857,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
503,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_70,_vs_,85.70829841,0.357142857,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
504,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
505,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
506,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
507,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
508,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
509,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
510,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_100,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
511,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
512,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
513,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,140_vs_100,_vs_,87.54139073,0.34,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
514,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_100,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
515,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
516,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
517,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,140_vs_110,_vs_,87.79884584,0.318181818,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
518,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_25,_vs_,78.72703973,0.48,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
519,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_30,_vs_,80.47740835,0.4,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
520,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_40,_vs_,82.38539898,0.375,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
521,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_50,_vs_,83.68554522,0.42,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
522,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_50,_vs_,83.68554522,0.42,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
523,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_60,_vs_,84.68013468,0.35,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
524,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_60,_vs_,84.68013468,0.35,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
525,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_70,_vs_,85.70829841,0.357142857,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
526,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_70,_vs_,85.70829841,0.357142857,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
527,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
528,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
529,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,140_vs_80,_vs_,86.81135225,0.3625,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
530,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
531,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,140_vs_90,_vs_,87.03241895,0.333333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
