run_id,algorithm,measure,stop_threshold,serial_threshold,cluster_count,a2a_to_acdc,cvg_to_acdc,output_rsf
813,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_100,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
814,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
815,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
816,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
817,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_25,_vs_,81.80622534,0.04,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
818,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_30,_vs_,82.80839895,0.033333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
819,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_40,_vs_,82.22996516,0.075,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
820,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_50,_vs_,82.43712056,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
821,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,80_vs_50,_vs_,82.43712056,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
822,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_60,_vs_,82.46977547,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
823,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,80_vs_60,_vs_,82.46977547,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
824,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_70,_vs_,82.33018057,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
825,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,80_vs_70,_vs_,82.33018057,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
826,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_80,_vs_,82.23458904,0.0125,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
827,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,80_vs_80,_vs_,82.23458904,0.0125,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
828,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,80_vs_80,_vs_,82.23458904,0.0125,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
829,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,80_vs_90,_vs_,81.543052,0.011111111,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
830,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,80_vs_90,_vs_,81.543052,0.011111111,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
831,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,80_vs_90,_vs_,81.543052,0.011111111,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
832,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_100,80_vs_100,_vs_,80.94227504,0.01,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
833,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_100,_vs_,80.94227504,0.01,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
834,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_100,_vs_,80.94227504,0.01,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
835,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,80_vs_100,_vs_,80.94227504,0.01,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
836,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_100,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
837,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
838,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
839,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,80_vs_110,_vs_,80.26204565,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
840,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_25,_vs_,81.80622534,0.04,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
841,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_30,_vs_,82.80839895,0.033333333,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
842,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_40,_vs_,82.22996516,0.075,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
843,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_50,_vs_,82.43712056,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
844,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_50,_vs_,82.43712056,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
845,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_60,_vs_,82.46977547,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
846,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_60,_vs_,82.46977547,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
847,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_70,_vs_,82.33018057,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
848,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_70,_vs_,82.33018057,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
849,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_80,_vs_,82.23458904,0.0125,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
850,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_80,_vs_,82.23458904,0.0125,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
851,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,80_vs_80,_vs_,82.23458904,0.0125,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
852,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,80_vs_90,_vs_,81.543052,0.011111111,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
853,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,80_vs_90,_vs_,81.543052,0.011111111,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
854,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,80_vs_90,_vs_,81.543052,0.011111111,mapreduceclientcore_algo-wca_measure-uemnm_serial-80_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
855,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_100,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
856,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
857,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
858,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
859,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_100,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
860,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
861,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
862,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
863,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_25,_vs_,81.01265823,0.08,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
864,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_30,_vs_,82.4912892,0.066666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
865,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_40,_vs_,83.78143972,0.075,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
866,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_50,_vs_,84.02417962,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
867,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_50,_vs_,84.02417962,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
868,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_60,_vs_,84.04987102,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
869,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_60,_vs_,84.04987102,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
870,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_70,_vs_,84.1609589,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
871,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_70,_vs_,84.1609589,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
872,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
873,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
874,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
875,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_25,90_vs_90,_vs_,84.21052632,0.022222222,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
876,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_50,90_vs_90,_vs_,84.21052632,0.022222222,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
877,WCA_vs_LIMBO,UEMNM_vs_IL,25_vs_75,90_vs_90,_vs_,84.21052632,0.022222222,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
878,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_100,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
879,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
880,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
881,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
882,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_100,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
883,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
884,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
885,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
886,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_25,_vs_,81.01265823,0.08,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
887,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_30,_vs_,82.4912892,0.066666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
888,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_40,_vs_,83.78143972,0.075,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
889,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_50,_vs_,84.02417962,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
890,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_50,_vs_,84.02417962,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
891,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_60,_vs_,84.04987102,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
892,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_60,_vs_,84.04987102,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
893,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_70,_vs_,84.1609589,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
894,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_70,_vs_,84.1609589,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
895,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
896,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
897,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
898,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_25,90_vs_90,_vs_,84.21052632,0.022222222,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
899,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_50,90_vs_90,_vs_,84.21052632,0.022222222,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
900,WCA_vs_LIMBO,UEMNM_vs_IL,50_vs_75,90_vs_90,_vs_,84.21052632,0.022222222,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
901,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_100,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
902,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
903,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
904,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,90_vs_100,_vs_,83.30515638,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
905,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_100,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
906,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
907,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
908,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_75,90_vs_110,_vs_,82.57575758,0.009090909,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
909,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_25,_vs_,81.01265823,0.08,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
910,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_30,_vs_,82.4912892,0.066666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
911,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_40,_vs_,83.78143972,0.075,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
912,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_50,_vs_,84.02417962,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
913,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,90_vs_50,_vs_,84.02417962,0.02,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
914,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_60,_vs_,84.04987102,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
915,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,90_vs_60,_vs_,84.04987102,0.016666667,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
916,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_70,_vs_,84.1609589,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
917,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_50,90_vs_70,_vs_,84.1609589,0.014285714,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
918,WCA_vs_LIMBO,UEMNM_vs_IL,75_vs_25,90_vs_80,_vs_,84.27109974,0.025,mapreduceclientcore_algo-wca_measure-uemnm_serial-90_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
