Class,Cluster
org.apache.hadoop.mapreduce.ContextFactory,6
org.apache.hadoop.mapreduce.TaskCounter,2
org.apache.hadoop.mapreduce.OutputCommitter,0
org.apache.hadoop.mapreduce.TaskReport,2
org.apache.hadoop.mapreduce.RecordReader,0
org.apache.hadoop.mapreduce.Counters,2
org.apache.hadoop.mapreduce.ID,2
org.apache.hadoop.mapreduce.SharedCacheConfig,0
org.apache.hadoop.mapreduce.JobSubmissionFiles,0
org.apache.hadoop.mapreduce.TaskInputOutputContext,0
org.apache.hadoop.mapreduce.MRJobConfig,0
org.apache.hadoop.mapreduce.JobSubmitter,0
org.apache.hadoop.mapreduce.ClusterMetrics,2
org.apache.hadoop.mapreduce.MapContext,0
org.apache.hadoop.mapreduce.MarkableIterator,0
org.apache.hadoop.mapreduce.TaskCompletionEvent,2
org.apache.hadoop.mapreduce.JobStatus,0
org.apache.hadoop.mapreduce.FileSystemCounter,2
org.apache.hadoop.mapreduce.MarkableIteratorInterface,0
org.apache.hadoop.mapreduce.OutputFormat,0
org.apache.hadoop.mapreduce.QueueInfo,2
org.apache.hadoop.mapreduce.Mapper,0
org.apache.hadoop.mapreduce.RecordWriter,0
org.apache.hadoop.mapreduce.TaskType,2
org.apache.hadoop.mapreduce.JobPriority,2
org.apache.hadoop.mapreduce.JobContext,0
org.apache.hadoop.mapreduce.JobResourceUploader,0
org.apache.hadoop.mapreduce.CryptoUtils,0
org.apache.hadoop.mapreduce.TaskTrackerInfo,2
org.apache.hadoop.mapreduce.TaskAttemptID,2
org.apache.hadoop.mapreduce.JobID,2
org.apache.hadoop.mapreduce.TaskAttemptContext,2
org.apache.hadoop.mapreduce.QueueState,2
org.apache.hadoop.mapreduce.Cluster,6
org.apache.hadoop.mapreduce.InputSplit,0
org.apache.hadoop.mapreduce.StatusReporter,2
org.apache.hadoop.mapreduce.MRConfig,0
org.apache.hadoop.mapreduce.Counter,2
org.apache.hadoop.mapreduce.InputFormat,0
org.apache.hadoop.mapreduce.Job,6
org.apache.hadoop.mapreduce.Partitioner,0
org.apache.hadoop.mapreduce.ReduceContext,0
org.apache.hadoop.mapreduce.JobACL,0
org.apache.hadoop.mapreduce.CounterGroup,2
org.apache.hadoop.mapreduce.TaskID,2
org.apache.hadoop.mapreduce.Reducer,0
org.apache.hadoop.mapreduce.JobCounter,2
org.apache.hadoop.mapreduce.QueueAclsInfo,2
org.apache.hadoop.mapreduce.CustomJobEndNotifier,2
org.apache.hadoop.mapreduce.jobhistory.TaskFinishedEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobHistoryParser,5
org.apache.hadoop.mapreduce.jobhistory.TaskFailedEvent,5
org.apache.hadoop.mapreduce.jobhistory.HistoryEventHandler,5
org.apache.hadoop.mapreduce.jobhistory.EventWriter,5
org.apache.hadoop.mapreduce.jobhistory.AvroArrayUtils,5
org.apache.hadoop.mapreduce.jobhistory.TaskStartedEvent,5
org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent,5
org.apache.hadoop.mapreduce.jobhistory.HumanReadableHistoryViewerPrinter,5
org.apache.hadoop.mapreduce.jobhistory.package-info,2
org.apache.hadoop.mapreduce.jobhistory.HistoryEvent,5
org.apache.hadoop.mapreduce.jobhistory.TaskAttemptStartedEvent,5
org.apache.hadoop.mapreduce.jobhistory.TaskAttemptFinishedEvent,5
org.apache.hadoop.mapreduce.jobhistory.EventReader,5
org.apache.hadoop.mapreduce.jobhistory.JobInitedEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobPriorityChangeEvent,5
org.apache.hadoop.mapreduce.jobhistory.TaskUpdatedEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobSubmittedEvent,5
org.apache.hadoop.mapreduce.jobhistory.NormalizedResourceEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobInfoChangeEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobFinishedEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobUnsuccessfulCompletionEvent,5
org.apache.hadoop.mapreduce.jobhistory.MapAttemptFinishedEvent,5
org.apache.hadoop.mapreduce.jobhistory.HistoryViewerPrinter,5
org.apache.hadoop.mapreduce.jobhistory.JSONHistoryViewerPrinter,5
org.apache.hadoop.mapreduce.jobhistory.JobQueueChangeEvent,5
org.apache.hadoop.mapreduce.jobhistory.JobStatusChangedEvent,5
org.apache.hadoop.mapreduce.jobhistory.AMStartedEvent,5
org.apache.hadoop.mapreduce.jobhistory.ReduceAttemptFinishedEvent,5
org.apache.hadoop.mapreduce.jobhistory.HistoryViewer,5
org.apache.hadoop.mapreduce.split.JobSplit,0
org.apache.hadoop.mapreduce.split.JobSplitWriter,0
org.apache.hadoop.mapreduce.split.package-info,2
org.apache.hadoop.mapreduce.split.SplitMetaInfoReader,0
org.apache.hadoop.mapreduce.task.MapContextImpl,6
org.apache.hadoop.mapreduce.task.ReduceContextImpl,6
org.apache.hadoop.mapreduce.task.package-info,2
org.apache.hadoop.mapreduce.task.TaskInputOutputContextImpl,6
org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl,2
org.apache.hadoop.mapreduce.task.JobContextImpl,0
org.apache.hadoop.mapreduce.security.TokenCache,0
org.apache.hadoop.mapreduce.security.SecureShuffleUtils,0
org.apache.hadoop.mapreduce.security.package-info,2
org.apache.hadoop.mapreduce.security.SpillCallBackPathsFinder,0
org.apache.hadoop.mapreduce.security.SpillCallBackInjector,0
org.apache.hadoop.mapreduce.security.IntermediateEncryptedStream,0
org.apache.hadoop.mapreduce.protocol.ClientProtocolProvider,0
org.apache.hadoop.mapreduce.protocol.ClientProtocol,6
org.apache.hadoop.mapreduce.protocol.package-info,2
org.apache.hadoop.mapreduce.counters.CounterGroupBase,2
org.apache.hadoop.mapreduce.counters.AbstractCounterGroup,2
org.apache.hadoop.mapreduce.counters.FrameworkCounterGroup,2
org.apache.hadoop.mapreduce.counters.Limits,0
org.apache.hadoop.mapreduce.counters.package-info,2
org.apache.hadoop.mapreduce.counters.CounterGroupFactory,2
org.apache.hadoop.mapreduce.counters.FileSystemCounterGroup,2
org.apache.hadoop.mapreduce.counters.GenericCounter,2
org.apache.hadoop.mapreduce.counters.LimitExceededException,2
org.apache.hadoop.mapreduce.counters.AbstractCounter,2
org.apache.hadoop.mapreduce.counters.AbstractCounters,2
org.apache.hadoop.mapreduce.v2.LogParams,0
org.apache.hadoop.mapreduce.util.CountersStrings,2
org.apache.hadoop.mapreduce.util.ProcessTree,0
org.apache.hadoop.mapreduce.util.HostUtil,2
org.apache.hadoop.mapreduce.util.ResourceBundles,3
org.apache.hadoop.mapreduce.util.package-info,2
org.apache.hadoop.mapreduce.util.ConfigUtil,0
org.apache.hadoop.mapreduce.util.JobHistoryEventUtils,5
org.apache.hadoop.mapreduce.util.MRJobConfUtil,0
org.apache.hadoop.mapreduce.checkpoint.FSCheckpointID,3
