Class,Cluster
org.apache.hadoop.mapreduce.ContextFactory,1
org.apache.hadoop.mapreduce.TaskCounter,1
org.apache.hadoop.mapreduce.OutputCommitter,2
org.apache.hadoop.mapreduce.TaskReport,1
org.apache.hadoop.mapreduce.RecordReader,0
org.apache.hadoop.mapreduce.Counters,1
org.apache.hadoop.mapreduce.ID,3
org.apache.hadoop.mapreduce.SharedCacheConfig,1
org.apache.hadoop.mapreduce.JobSubmissionFiles,1
org.apache.hadoop.mapreduce.TaskInputOutputContext,1
org.apache.hadoop.mapreduce.MRJobConfig,1
org.apache.hadoop.mapreduce.JobSubmitter,6
org.apache.hadoop.mapreduce.ClusterMetrics,1
org.apache.hadoop.mapreduce.MapContext,1
org.apache.hadoop.mapreduce.MarkableIterator,3
org.apache.hadoop.mapreduce.TaskCompletionEvent,1
org.apache.hadoop.mapreduce.JobStatus,1
org.apache.hadoop.mapreduce.FileSystemCounter,3
org.apache.hadoop.mapreduce.MarkableIteratorInterface,3
org.apache.hadoop.mapreduce.OutputFormat,1
org.apache.hadoop.mapreduce.QueueInfo,1
org.apache.hadoop.mapreduce.Mapper,0
org.apache.hadoop.mapreduce.RecordWriter,1
org.apache.hadoop.mapreduce.TaskType,3
org.apache.hadoop.mapreduce.JobPriority,1
org.apache.hadoop.mapreduce.JobContext,1
org.apache.hadoop.mapreduce.JobResourceUploader,6
org.apache.hadoop.mapreduce.CryptoUtils,6
org.apache.hadoop.mapreduce.TaskTrackerInfo,1
org.apache.hadoop.mapreduce.TaskAttemptID,1
org.apache.hadoop.mapreduce.JobID,1
org.apache.hadoop.mapreduce.TaskAttemptContext,1
org.apache.hadoop.mapreduce.QueueState,1
org.apache.hadoop.mapreduce.Cluster,6
org.apache.hadoop.mapreduce.InputSplit,0
org.apache.hadoop.mapreduce.StatusReporter,1
org.apache.hadoop.mapreduce.MRConfig,1
org.apache.hadoop.mapreduce.Counter,1
org.apache.hadoop.mapreduce.InputFormat,0
org.apache.hadoop.mapreduce.Job,6
org.apache.hadoop.mapreduce.Partitioner,1
org.apache.hadoop.mapreduce.ReduceContext,1
org.apache.hadoop.mapreduce.JobACL,7
org.apache.hadoop.mapreduce.CounterGroup,1
org.apache.hadoop.mapreduce.TaskID,1
org.apache.hadoop.mapreduce.Reducer,0
org.apache.hadoop.mapreduce.JobCounter,1
org.apache.hadoop.mapreduce.QueueAclsInfo,1
org.apache.hadoop.mapreduce.CustomJobEndNotifier,1
org.apache.hadoop.filecache.package-info,3
org.apache.hadoop.filecache.DistributedCache,1
org.apache.hadoop.mapred.IFileInputStream,3
org.apache.hadoop.mapred.InvalidFileTypeException,3
org.apache.hadoop.mapred.OutputCommitter,2
org.apache.hadoop.mapred.RamManager,3
org.apache.hadoop.mapred.TaskReport,1
org.apache.hadoop.mapred.RecordReader,0
org.apache.hadoop.mapred.Counters,1
org.apache.hadoop.mapred.ID,3
org.apache.hadoop.mapred.SequenceFileInputFormat,0
org.apache.hadoop.mapred.JvmContext,1
org.apache.hadoop.mapred.FileOutputFormat,1
org.apache.hadoop.mapred.KeyValueLineRecordReader,0
org.apache.hadoop.mapred.AMFeedback,3
org.apache.hadoop.mapred.MapOutputCollector,1
org.apache.hadoop.mapred.SequenceFileOutputFormat,0
org.apache.hadoop.mapred.TaskCompletionEvent,1
org.apache.hadoop.mapred.JobStatus,1
